,itemA,itemB,freqAB,supportAB,freqA,supportA,freqB,supportB,confidenceAtoB,confidenceBtoA,lift
1966,Organic Red Onion,Red Peppers,363,0.057828515,14431,2.298962273,11889,1.894003358,0.025154182,0.030532425,0.01328096
6498,Bag of Organic Bananas,Organic Orange Juice,327,0.052093456,80947,12.89544031,1910,0.304276761,0.00403968,0.171204188,0.013276335
5851,Organic Hass Avocado,Organic Whole Kernel Sweet Corn No Salt Added,267,0.042535024,45829,7.30088989,2756,0.439050657,0.005826005,0.096879536,0.013269552
2341,Organic Extra Firm Tofu,Limes,402,0.064041496,6308,1.004909848,30149,4.802952918,0.063728599,0.013333776,0.013268629
1093,Hass Avocados,Strawberries,683,0.108806821,10605,1.689452907,30470,4.854090531,0.064403583,0.022415491,0.013267899
3499,Apple Honeycrisp Organic,Organic Small Bunch Celery,564,0.089849264,18350,2.923287209,14546,2.317282601,0.030735695,0.038773546,0.01326368
1636,Organic Baby Spinach,Organic Zucchini,2449,0.390143345,51590,8.218658697,22466,3.578995664,0.04747044,0.109009169,0.01326362
4917,Organic Raspberries,Organic Granny Smith Apple,773,0.123144469,29163,4.645876014,12549,1.999146113,0.026506189,0.061598534,0.013258755
5551,Organic Baby Spinach,Organic Romaine,565,0.090008571,51590,8.218658697,5185,0.826007857,0.010951735,0.108968177,0.013258633
2058,Red Vine Tomato,Asparagus,347,0.0552796,11519,1.835059692,14265,2.272517277,0.030124143,0.024325272,0.013255848
2613,Organic Kiwi,Organic Raspberries,661,0.105302062,10735,1.710162844,29163,4.645876014,0.06157429,0.022665707,0.013253537
2765,Organic Romaine Lettuce,Organic Lemon,301,0.047951469,7565,1.205159005,18849,3.002781504,0.0397885,0.015969017,0.013250548
5735,Organic Strawberries,Roasted Turkey,268,0.042694331,57010,9.082103747,2227,0.354777145,0.00470093,0.120341266,0.013250373
5323,Limes,Organic Sour Cream,358,0.057031979,30149,4.802952918,5626,0.896262334,0.011874357,0.063633132,0.013248752
6125,Organic Hass Avocado,Organic Extra Large Grade AA Brown Eggs,279,0.04444671,45829,7.30088989,2886,0.459760593,0.006087848,0.096673597,0.013241344
6173,Banana,Vine Ripe Tomatoes,704,0.112152272,101479,16.16633584,3289,0.523961397,0.006937396,0.214046823,0.013240281
5982,Organic Avocado,Lemon Hummus,277,0.044128096,37688,6.003969936,3485,0.555185609,0.00734982,0.079483501,0.013238491
2166,Organic Baby Arugula,Organic Red Onion,474,0.075511615,15579,2.481846944,14431,2.298962273,0.030425573,0.032845957,0.013234481
1710,Organic Coconut Milk,Organic Yellow Onion,300,0.047792161,5864,0.934177449,24267,3.86590794,0.051159618,0.012362468,0.013233532
1666,Organic Zucchini,Organic Yellow Onion,1149,0.183043978,22466,3.578995664,24267,3.86590794,0.051143951,0.047348251,0.01322948
1089,Clementines,Strawberries,410,0.065315954,6386,1.01733581,30470,4.854090531,0.064202944,0.013455858,0.013226565
3267,Organic Kiwi,Fresh Cauliflower,348,0.055438907,10735,1.710162844,15387,2.451259961,0.032417327,0.022616494,0.013224761
5398,Organic Whole Milk,Sweet Onion,257,0.040941952,29348,4.675347847,4157,0.66224005,0.008756985,0.06182343,0.013223279
5308,Organic Raspberries,Organic Unsalted Butter,282,0.044924632,29163,4.645876014,4594,0.731857299,0.009669787,0.061384414,0.013212667
5459,Organic Raspberries,Lightly Salted Baked Snap Pea Crisps,333,0.053049299,29163,4.645876014,5426,0.864400893,0.011418578,0.061371176,0.013209818
3624,Apple Honeycrisp Organic,Organic Cucumber,669,0.10657652,18350,2.923287209,17325,2.759997324,0.036457766,0.038614719,0.013209348
3316,Organic Garlic,Organic Baby Arugula,776,0.123622391,23678,3.772075996,15579,2.481846944,0.032773038,0.049810643,0.0132051
5730,Banana,YoKids Blueberry & Strawberry/Vanilla Yogurt,548,0.087300348,101479,16.16633584,2568,0.409100902,0.005400132,0.213395639,0.0132
1696,Organic Romaine Lettuce,Organic Yellow Onion,386,0.061492581,7565,1.205159005,24267,3.86590794,0.051024455,0.015906375,0.01319857
6499,Bag of Organic Bananas,Organic Smoked Turkey Breast,265,0.042216409,80947,12.89544031,1557,0.248041318,0.003273747,0.170199101,0.013198394
3690,Organic Bartlett Pear,Organic Large Extra Fancy Fuji Apple,278,0.044287403,8176,1.302495707,16173,2.576475424,0.034001957,0.017189142,0.013197082
1640,Organic Grade A Free Range Large Brown Eggs,Organic Zucchini,404,0.064360111,8555,1.362873137,22466,3.578995664,0.047223846,0.017982729,0.01319472
4433,Large Lemon,Orange Bell Pepper,578,0.092079564,32705,5.210142134,8408,1.339454978,0.017673139,0.068744053,0.013194276
4099,Organic Grape Tomatoes,Organic Italian Parsley Bunch,499,0.079494295,18257,2.908471639,13009,2.072427428,0.027331982,0.03835806,0.013188391
2955,Grape White/Green Seedless,Organic Baby Carrots,292,0.046517704,8417,1.340888743,16514,2.630799181,0.034691695,0.017681967,0.013186752
1527,Organic Large Extra Fancy Fuji Apple,Organic Grape Tomatoes,620,0.098770467,16173,2.576475424,18257,2.908471639,0.038335497,0.033959577,0.013180633
4639,Organic Avocado,Michigan Organic Kale,1144,0.182247442,37688,6.003969936,14458,2.303263567,0.030354489,0.079125744,0.013178904
4451,Large Lemon,No Salt Added Black Beans,409,0.065156647,32705,5.210142134,5958,0.949152326,0.012505733,0.068647197,0.013175686
2741,Frozen Organic Wild Blueberries,Organic Lemon,259,0.041260566,6551,1.043621499,18849,3.002781504,0.039535949,0.013740782,0.013166442
1759,Organic Bell Pepper,Organic Garlic,252,0.040145416,5076,0.808643372,23678,3.772075996,0.04964539,0.010642791,0.013161291
3121,Sparkling Water Grapefruit,Uncured Genoa Salami,306,0.048748005,16368,2.607540329,8920,1.421020267,0.018695015,0.034304933,0.013156051
3359,Shredded Parmesan,Organic Baby Arugula,258,0.041101259,7902,1.258845533,15579,2.481846944,0.032649962,0.016560755,0.01315551
4431,Organic Avocado,Orange Bell Pepper,664,0.105779984,37688,6.003969936,8408,1.339454978,0.01761834,0.078972407,0.013153365
3147,Organic Strawberries,Organic Whole String Cheese,1539,0.245173788,57010,9.082103747,12884,2.052514027,0.026995264,0.119450481,0.013152292
5653,Banana,Cheddar Bunnies Snack Crackers,482,0.076786073,101479,16.16633584,2267,0.361149433,0.004749751,0.212615792,0.013151761
6174,Banana,Dried Sweetened Cranberries,290,0.046199089,101479,16.16633584,1364,0.217295027,0.002857734,0.212609971,0.013151401
4543,Organic Garlic,Shredded Parmesan,392,0.062448424,23678,3.772075996,7902,1.258845533,0.016555452,0.049607694,0.013151298
1192,Total 2% with Strawberry Lowfat Greek Strained Yogurt,Organic Fuji Apple,256,0.040782644,6362,1.013512437,19210,3.060291405,0.040238919,0.013326393,0.013148721
5418,Organic Baby Spinach,Organic Old Fashioned Rolled Oats,468,0.074555772,51590,8.218658697,4331,0.689959504,0.009071525,0.108058185,0.01314791
3519,Organic Peeled Whole Baby Carrots,Organic Small Bunch Celery,361,0.057509901,11849,1.88763107,14546,2.317282601,0.030466706,0.024817819,0.013147601
2087,Broccoli Crown,Yellow Onions,299,0.047632854,9016,1.436313759,15834,2.522470281,0.033163265,0.018883415,0.013147138
774,Organic Large Brown Grade AA Cage Free Eggs,Organic Hass Avocado,665,0.105939291,6930,1.103998929,45829,7.30088989,0.095959596,0.014510463,0.013143548
5582,Organic Baby Spinach,Corn Tortillas,341,0.054323757,51590,8.218658697,3157,0.502932846,0.006609808,0.108013937,0.013142526
4645,Organic Broccoli,Michigan Organic Kale,255,0.040623337,8424,1.342003893,14458,2.303263567,0.030270655,0.017637294,0.013142506
5277,Bag of Organic Bananas,Organic Yellow Peaches,774,0.123303777,80947,12.89544031,4567,0.727556004,0.009561812,0.169476681,0.013142373
2119,Orange Bell Pepper,Organic Red Onion,254,0.04046403,8408,1.339454978,14431,2.298962273,0.030209324,0.017600998,0.013140418
4370,Organic Strawberries,Organic D'Anjou Pears,1266,0.201682921,57010,9.082103747,10609,1.690090136,0.02220663,0.119332642,0.013139317
3295,Organic Tomato Cluster,Fresh Cauliflower,445,0.070891706,13817,2.201147649,15387,2.451259961,0.032206702,0.028920517,0.013138836
5737,Organic Strawberries,Organic Mixed Vegetables,252,0.040145416,57010,9.082103747,2112,0.336456817,0.004420277,0.119318182,0.013137725
2624,Organic Hass Avocado,Organic Raspberries,2797,0.445582252,45829,7.30088989,29163,4.645876014,0.061031225,0.0959092,0.013136645
4228,Organic Zucchini,Organic Black Beans,387,0.061651888,22466,3.578995664,8233,1.311576217,0.01722603,0.047005952,0.013133839
2848,Sparkling Water Grapefruit,Original Hummus,526,0.08379559,16368,2.607540329,15362,2.447277281,0.032135875,0.034240333,0.013131277
5056,Seedless Red Grapes,"Clementines, Bag",324,0.051615534,17932,2.856696797,8644,1.377051479,0.018068258,0.037482647,0.013120975
3443,Organic Fuji Apple,Seedless Red Grapes,720,0.114701187,19210,3.060291405,17932,2.856696797,0.037480479,0.040151684,0.013120216
6421,Bag of Organic Bananas,Organic Red Potato,350,0.055757522,80947,12.89544031,2069,0.329606607,0.004323817,0.169163847,0.013118113
4278,Apple Honeycrisp Organic,Organic Lacinato (Dinosaur) Kale,355,0.056554058,18350,2.923287209,9263,1.475662638,0.019346049,0.038324517,0.013110076
3277,Organic Hass Avocado,Fresh Cauliflower,1472,0.234500206,45829,7.30088989,15387,2.451259961,0.0321194,0.095665172,0.013103221
3156,Organic Hass Avocado,Organic Whole String Cheese,1232,0.196266476,45829,7.30088989,12884,2.052514027,0.026882542,0.095622477,0.013097373
6175,Banana,Organic Chocolate Chip Chewy Granola Bars,296,0.047154933,101479,16.16633584,1398,0.222711472,0.00291686,0.211731044,0.013097034
294,Frozen Organic Wild Blueberries,Organic Baby Spinach,705,0.112311579,6551,1.043621499,51590,8.218658697,0.107617158,0.013665439,0.013094248
5841,Bag of Organic Bananas,Organic Mexican Blend Finely Shredded Cheese,674,0.107373056,80947,12.89544031,3992,0.635954362,0.008326436,0.168837675,0.01309282
1509,Organic Raspberries,Organic Grape Tomatoes,1110,0.176830997,29163,4.645876014,18257,2.908471639,0.038061928,0.060798598,0.013086573
422,Berry Medley,Organic Baby Spinach,332,0.052889992,3087,0.491781341,51590,8.218658697,0.107547781,0.006435356,0.013085807
2978,Organic Avocado,Honeycrisp Apple,1356,0.21602057,37688,6.003969936,17262,2.74996097,0.035979622,0.078554049,0.013083685
3676,Organic Cucumber,Organic Large Extra Fancy Fuji Apple,584,0.093035408,17325,2.759997324,16173,2.576475424,0.033708514,0.036109565,0.013083189
5121,Large Lemon,Unsalted Butter,516,0.082202518,32705,5.210142134,7572,1.206274155,0.015777404,0.0681458,0.013079451
2266,Yellow Bell Pepper,Limes,340,0.05416445,5414,0.862489207,30149,4.802952918,0.062800148,0.011277323,0.01307532
1839,Large Alfresco Eggs,Organic Garlic,426,0.067864869,8638,1.376095635,23678,3.772075996,0.049316972,0.017991384,0.013074225
5012,Strawberries,Gala Apples,324,0.051615534,30470,4.854090531,5106,0.813422588,0.01063341,0.063454759,0.01307243
2243,Feta Cheese Crumbles,Cucumber Kirby,305,0.048588697,6996,1.114513205,20935,3.335096333,0.043596341,0.014568904,0.013071988
423,Organic Unsweetened Vanilla Almond Milk,Organic Baby Spinach,372,0.05926228,3463,0.55168085,51590,8.218658697,0.107421311,0.0072107,0.013070419
6176,Banana,Classic Hummus Family Size,271,0.043172253,101479,16.16633584,1283,0.204391144,0.002670503,0.211223694,0.013065651
4109,Organic Tomato Cluster,Organic Italian Parsley Bunch,374,0.059580895,13817,2.201147649,13009,2.072427428,0.027068105,0.028749327,0.013061063
4178,Organic Unsweetened Almond Milk,Organic Ginger Root,294,0.046836318,12465,1.985764308,11339,1.806384396,0.023586041,0.025928212,0.013057044
1280,Organic Reduced Fat Milk,Organic Avocado,603,0.096062245,7693,1.225550327,37688,6.003969936,0.078382946,0.015999788,0.013055186
5357,Organic Strawberries,Organic Creamy Peanut Butter,456,0.072644085,57010,9.082103747,3847,0.612854817,0.007998597,0.118533923,0.013051373
3913,Organic Lemon,Organic Garnet Sweet Potato (Yam),433,0.06898002,18849,3.002781504,11049,1.760185306,0.022972041,0.039189067,0.013050922
1571,Organic Cilantro,Organic Zucchini,694,0.1105592,14861,2.367464371,22466,3.578995664,0.046699415,0.030891124,0.01304819
5058,Organic Whole Milk,Cantaloupe,316,0.050341077,29348,4.675347847,5180,0.825211321,0.010767344,0.061003861,0.013047983
2325,Michigan Organic Kale,Limes,906,0.144332328,14458,2.303263567,30149,4.802952918,0.062664269,0.030050748,0.01304703
5258,Organic Raspberries,Organic Frozen Peas,257,0.040941952,29163,4.645876014,4241,0.675621856,0.008812536,0.060598915,0.013043593
5698,Bag of Organic Bananas,Organic Sea Salt Roasted Seaweed Snacks,369,0.058784359,80947,12.89544031,2194,0.349520007,0.004558538,0.168185962,0.013042281
4104,Organic Granny Smith Apple,Organic Italian Parsley Bunch,339,0.054005142,12549,1.999146113,13009,2.072427428,0.027014105,0.026058882,0.013035006
3992,Organic Baby Spinach,Organic White Onions,543,0.086503812,51590,8.218658697,5069,0.807528221,0.010525296,0.10712172,0.013033966
5740,Organic Strawberries,Organic Red On the Vine Tomato,291,0.046358397,57010,9.082103747,2459,0.391736417,0.005104368,0.118340789,0.013030108
5994,Organic Raspberries,Organic Large Grade AA Brown Eggs,336,0.053527221,29163,4.645876014,5552,0.884473601,0.011521448,0.060518732,0.013026334
1457,Fresh Cauliflower,Green Bell Pepper,377,0.060058816,15387,2.451259961,11807,1.880940167,0.024501202,0.031930211,0.01302604
5254,Banana,"YoKids Squeezers Organic Low-Fat Yogurt, Strawberry",908,0.144650942,101479,16.16633584,4313,0.687091974,0.008947664,0.210526316,0.013022513
5541,Organic Baby Spinach,Organic Low Sodium Chicken Broth,407,0.064838032,51590,8.218658697,3803,0.6058453,0.007889126,0.107020773,0.013021684
4177,Large Lemon,Organic Ginger Root,769,0.122507241,32705,5.210142134,11339,1.806384396,0.023513224,0.067819032,0.013016734
4050,Apple Honeycrisp Organic,Organic Russet Potato,267,0.042535024,18350,2.923287209,7018,1.118017963,0.014550409,0.038045027,0.013014468
2874,Organic Unsweetened Almond Milk,Original Hummus,397,0.06324496,12465,1.985764308,15362,2.447277281,0.031849178,0.025842989,0.013014127
2527,Organic Lemon,Frozen Organic Wild Blueberries,256,0.040782644,18849,3.002781504,6551,1.043621499,0.013581622,0.039078003,0.013013935
1453,Carrots,Green Bell Pepper,387,0.061651888,15813,2.51912483,11807,1.880940167,0.024473534,0.032777166,0.013011331
2899,Unsweetened Almondmilk,Original Hummus,338,0.053845835,10616,1.691205286,15362,2.447277281,0.031838734,0.022002343,0.01300986
1497,Organic Red Onion,Organic Grape Tomatoes,546,0.086981734,14431,2.298962273,18257,2.908471639,0.037835216,0.029906337,0.013008625
791,Organic Milk,Organic Hass Avocado,562,0.089530649,5918,0.942780038,45829,7.30088989,0.094964515,0.012262978,0.013007252
2393,Fresh Ginger Root,Large Lemon,350,0.055757522,5165,0.822821713,32705,5.210142134,0.067763795,0.010701728,0.013006132
3641,Large Alfresco Eggs,Organic Cucumber,310,0.049385233,8638,1.376095635,17325,2.759997324,0.035887937,0.017893218,0.013002888
4899,Banana,Small Hass Avocado,2186,0.34824555,101479,16.16633584,10400,1.65679493,0.021541403,0.210192308,0.013001852
3849,Organic Avocado,Globe Eggplant,285,0.045402553,37688,6.003969936,3651,0.581630605,0.007562089,0.078060805,0.013001532
5016,Organic Whole Milk,Green Beans,375,0.059740202,29348,4.675347847,6172,0.983244068,0.012777702,0.060758263,0.012995453
6402,Organic Baby Spinach,Organic Chicken Broth,256,0.040782644,51590,8.218658697,2397,0.38185937,0.004962202,0.106800167,0.012994841
1561,Orange Bell Pepper,Organic Zucchini,391,0.062289117,8408,1.339454978,22466,3.578995664,0.04650333,0.017404077,0.012993402
3135,Half & Half,Uncured Genoa Salami,271,0.043172253,14678,2.338311152,8920,1.421020267,0.018463006,0.030381166,0.012992782
4461,Organic Italian Parsley Bunch,Organic Tomato Cluster,372,0.05926228,13009,2.072427428,13817,2.201147649,0.028595588,0.026923355,0.012991217
6165,Organic Baby Spinach,Marinara Pasta Sauce,254,0.04046403,51590,8.218658697,2379,0.37899184,0.004923435,0.106767549,0.012990873
5404,Organic Whole Milk,Organic Green Seedless Grapes,283,0.045083939,29348,4.675347847,4661,0.742530882,0.009642906,0.060716584,0.012986538
4940,Bag of Organic Bananas,Organic Granny Smith Apple,2101,0.334704437,80947,12.89544031,12549,1.999146113,0.025955255,0.167423699,0.01298317
6177,Banana,Bunny Pasta with Yummy Cheese Macaroni & Cheese,370,0.058943666,101479,16.16633584,1763,0.280858602,0.003646075,0.209869541,0.012981887
1767,Red Peppers,Organic Garlic,582,0.092716793,11889,1.894003358,23678,3.772075996,0.048952814,0.024579779,0.012977685
1415,Organic Gala Apples,Organic Red Bell Pepper,405,0.064519418,15697,2.500645194,12480,1.988153916,0.025801108,0.032451923,0.01297742
5413,Organic Raspberries,Organic Old Fashioned Rolled Oats,261,0.04157918,29163,4.645876014,4331,0.689959504,0.008949697,0.060263219,0.012971336
6089,Organic Baby Spinach,Frozen Broccoli Florets,348,0.055438907,51590,8.218658697,3265,0.520138024,0.006745493,0.106584992,0.01296866
3982,Organic Baby Spinach,Shredded Mozzarella,491,0.078219838,51590,8.218658697,4607,0.733928293,0.009517348,0.106576948,0.012967681
2180,Organic Grade A Free Range Large Brown Eggs,Organic Red Onion,255,0.040623337,8555,1.362873137,14431,2.298962273,0.02980713,0.017670293,0.012965472
3956,Organic Baby Spinach,Organic Basil,607,0.096699473,51590,8.218658697,5697,0.907573146,0.011765846,0.106547306,0.012964075
6398,Bag of Organic Bananas,Organic Baby Kale Mix,378,0.060218123,80947,12.89544031,2262,0.360352897,0.004669722,0.167108753,0.012958747
6317,Bag of Organic Bananas,Organic Red Delicious Apple,505,0.080450138,80947,12.89544031,3022,0.481426373,0.00623865,0.167107876,0.012958679
1971,Carrots,Red Peppers,388,0.061811195,15813,2.51912483,11889,1.894003358,0.024536774,0.032635209,0.012954979
5117,Organic Garlic,Unsalted Butter,370,0.058943666,23678,3.772075996,7572,1.206274155,0.01562632,0.048864237,0.012954203
4489,Organic Large Extra Fancy Fuji Apple,Organic Tomato Cluster,461,0.073440621,16173,2.576475424,13817,2.201147649,0.028504297,0.033364696,0.012949743
6178,Banana,Yellow Grape Tomatoes,344,0.054801678,101479,16.16633584,1644,0.261901045,0.003389864,0.209245742,0.0129433
1417,Organic D'Anjou Pears,Organic Red Bell Pepper,273,0.043490867,10609,1.690090136,12480,1.988153916,0.025732868,0.021875,0.012943097
4466,Organic Ginger Root,Organic Tomato Cluster,323,0.051456227,11339,1.806384396,13817,2.201147649,0.028485757,0.023376999,0.01294132
3387,Organic Hass Avocado,Organic Gala Apples,1483,0.236252585,45829,7.30088989,15697,2.500645194,0.032359423,0.094476652,0.01294043
4651,Organic Granny Smith Apple,Michigan Organic Kale,374,0.059580895,12549,1.999146113,14458,2.303263567,0.029803172,0.025868032,0.01293954
4774,Organic Fuji Apple,Broccoli Crown,357,0.056872672,19210,3.060291405,9016,1.436313759,0.018584071,0.039596273,0.012938726
976,Organic  Whole Milk,Bag of Organic Bananas,344,0.054801678,2062,0.328491456,80947,12.89544031,0.166828322,0.004249694,0.012937001
5151,Organic Hass Avocado,Organic Dill,324,0.051615534,45829,7.30088989,3431,0.54658302,0.007069759,0.09443311,0.012934466
2360,White Corn,Limes,255,0.040623337,4105,0.653956076,30149,4.802952918,0.062119367,0.008457992,0.012933578
4507,Organic Whole Milk,Organic Kiwi,649,0.103390376,29348,4.675347847,10735,1.710162844,0.022113943,0.060456451,0.012930899
2952,Seedless Red Grapes,Organic Baby Carrots,610,0.097177395,17932,2.856696797,16514,2.630799181,0.034017399,0.036938355,0.012930443
5208,Organic Avocado,Sea Salt Pita Chips,282,0.044924632,37688,6.003969936,3633,0.578763075,0.007482488,0.0776218,0.012928413
5588,Organic Baby Spinach,Organic Red Cabbage,351,0.055916829,51590,8.218658697,3304,0.526351005,0.006803644,0.106234867,0.012926059
4336,Organic Baby Spinach,Organic Extra Firm Tofu,670,0.106735827,51590,8.218658697,6308,1.004909848,0.012987013,0.106214331,0.01292356
4555,Organic Grape Tomatoes,Shredded Parmesan,297,0.04731424,18257,2.908471639,7902,1.258845533,0.016267733,0.037585421,0.01292274
2793,Bag of Organic Bananas,Organic Lemon,3140,0.500224623,80947,12.89544031,18849,3.002781504,0.038790814,0.166587087,0.012918294
5423,Limes,Organic Green Cabbage,285,0.045402553,30149,4.802952918,4595,0.732016606,0.00945305,0.062023939,0.01291371
4737,Banana,Grape White/Green Seedless,1757,0.279902759,101479,16.16633584,8417,1.340888743,0.017313927,0.208744208,0.012912277
5940,Organic Avocado,Ezekiel 4:9 Bread Organic Sprouted Whole Grain,302,0.048110776,37688,6.003969936,3897,0.620820177,0.008013161,0.077495509,0.012907378
2056,Michigan Organic Kale,Asparagus,424,0.067546255,14458,2.303263567,14265,2.272517277,0.029326325,0.029723098,0.012904775
372,Michigan Organic Kale,Organic Baby Spinach,1533,0.244217945,14458,2.303263567,51590,8.218658697,0.106031263,0.029715061,0.012901286
1461,Cucumber Kirby,Green Bell Pepper,508,0.08092806,20935,3.335096333,11807,1.880940167,0.024265584,0.043025324,0.012900774
4002,Organic Hass Avocado,Organic Celery Hearts,486,0.077423302,45829,7.30088989,5160,0.822025177,0.010604639,0.094186047,0.012900626
3610,Organic Raspberries,Organic Cucumber,1038,0.165360879,29163,4.645876014,17325,2.759997324,0.035593046,0.05991342,0.012896044
2268,Red Peppers,Limes,736,0.117250103,11889,1.894003358,30149,4.802952918,0.061905963,0.024412087,0.012889146
4496,Bag of Organic Bananas,Organic Tomato Cluster,2296,0.365769342,80947,12.89544031,13817,2.201147649,0.028364238,0.166172107,0.012886113
3127,Organic Raspberries,Uncured Genoa Salami,534,0.085070047,29163,4.645876014,8920,1.421020267,0.018310873,0.059865471,0.012885723
5015,Strawberries,Green Beans,386,0.061492581,30470,4.854090531,6172,0.983244068,0.012668198,0.062540506,0.012884083
2822,Sparkling Water Grapefruit,Half & Half,493,0.078538452,16368,2.607540329,14678,2.338311152,0.030119746,0.033587682,0.012880983
4255,Bag of Organic Bananas,Organic Black Beans,1367,0.217772949,80947,12.89544031,8233,1.311576217,0.016887593,0.166039111,0.0128758
4570,Organic Lemon,Organic Bartlett Pear,316,0.050341077,18849,3.002781504,8176,1.302495707,0.016764815,0.038649706,0.012871302
1684,Organic Red Onion,Organic Yellow Onion,718,0.114382573,14431,2.298962273,24267,3.86590794,0.049754002,0.029587506,0.01286994
2780,Organic Large Extra Fancy Fuji Apple,Organic Lemon,625,0.099567003,16173,2.576475424,18849,3.002781504,0.038644655,0.033158258,0.012869619
2503,Organic Hass Avocado,Organic Whole Strawberries,640,0.101956611,45829,7.30088989,6814,1.085519294,0.013964957,0.093924274,0.012864771
3940,Asparagus,Organic Garnet Sweet Potato (Yam),323,0.051456227,14265,2.272517277,11049,1.760185306,0.022642832,0.029233415,0.012863891
1764,Organic Zucchini,Organic Garlic,1090,0.173644853,22466,3.578995664,23678,3.772075996,0.04851776,0.046034293,0.01286235
5096,Large Lemon,Russet Potato,425,0.067705562,32705,5.210142134,6343,1.0104856,0.012994955,0.067002995,0.012860109
2105,Michigan Organic Kale,Yellow Onions,469,0.074715079,14458,2.303263567,15834,2.522470281,0.032438788,0.029619805,0.012859929
3572,Red Vine Tomato,Carrots,373,0.059421587,11519,1.835059692,15813,2.51912483,0.032381283,0.023588187,0.01285418
1524,Organic Large Brown Grade AA Cage Free Eggs,Organic Grape Tomatoes,259,0.041260566,6930,1.103998929,18257,2.908471639,0.037373737,0.014186339,0.012849958
1363,Organic Strawberries,Organic Bunny Fruit Snacks Berry Patch,344,0.054801678,57010,9.082103747,2948,0.46963764,0.006034029,0.116689281,0.012848266
1489,Organic Italian Parsley Bunch,Organic Grape Tomatoes,486,0.077423302,13009,2.072427428,18257,2.908471639,0.037358752,0.026619927,0.012844805
4920,Organic Lemon,Organic Granny Smith Apple,484,0.077104687,18849,3.002781504,12549,1.999146113,0.025677755,0.03856881,0.012844361
5028,Strawberries,Bartlett Pears,483,0.07694538,30470,4.854090531,7747,1.234152916,0.015851657,0.062346715,0.01284416
1986,Organic Fuji Apple,Red Peppers,467,0.074396465,19210,3.060291405,11889,1.894003358,0.024310255,0.039280007,0.012835381
2932,Organic Gala Apples,Organic Baby Carrots,530,0.084432819,15697,2.500645194,16514,2.630799181,0.033764414,0.032093981,0.01283428
6094,Organic Avocado,Organic Grade A Large Brown Eggs,259,0.041260566,37688,6.003969936,3362,0.535590823,0.006872214,0.077037478,0.01283109
4542,Organic Whole Milk,Shredded Parmesan,474,0.075511615,29348,4.675347847,7902,1.258845533,0.016151015,0.059984814,0.012830022
1697,Fresh Cauliflower,Organic Yellow Onion,763,0.121551397,15387,2.451259961,24267,3.86590794,0.049587314,0.031441876,0.012826822
5627,Banana,Bing Cherries,634,0.101000768,101479,16.16633584,3058,0.487161432,0.006247598,0.207325049,0.012824492
2068,Small Hass Avocado,Asparagus,303,0.048270083,10400,1.65679493,14265,2.272517277,0.029134615,0.021240799,0.012820415
1140,Banana,Strawberries,6313,1.005706384,101479,16.16633584,30470,4.854090531,0.062209915,0.207187397,0.012815978
3675,Organic Reduced Fat Milk,Organic Large Extra Fancy Fuji Apple,254,0.04046403,7693,1.225550327,16173,2.576475424,0.033017028,0.015705188,0.012814804
3650,100% Raw Coconut Water,Organic Cucumber,280,0.044606017,7920,1.261713062,17325,2.759997324,0.035353535,0.016161616,0.012809264
5415,Organic Hass Avocado,Organic Old Fashioned Rolled Oats,405,0.064519418,45829,7.30088989,4331,0.689959504,0.008837199,0.093511891,0.012808287
409,Organic Large Brown Eggs,Organic Baby Spinach,324,0.051615534,3078,0.490347576,51590,8.218658697,0.105263158,0.006280287,0.012807827
5383,Organic Strawberries,Organic American Cheese Singles,449,0.071528935,57010,9.082103747,3860,0.614925811,0.007875811,0.116321244,0.012807742
1511,Fresh Cauliflower,Organic Grape Tomatoes,573,0.091283028,15387,2.451259961,18257,2.908471639,0.037239228,0.031385222,0.01280371
3228,Organic Reduced Fat 2% Milk,Organic Half & Half,334,0.053208606,10131,1.613941292,16164,2.575041659,0.032968118,0.020663202,0.012802945
4625,Organic Garlic,Michigan Organic Kale,698,0.111196429,23678,3.772075996,14458,2.303263567,0.029478841,0.04827777,0.012798727
3023,Organic Whole String Cheese,Apple Honeycrisp Organic,482,0.076786073,12884,2.052514027,18350,2.923287209,0.037410742,0.02626703,0.012797491
3596,Green Bell Pepper,Organic Cucumber,417,0.066431104,11807,1.880940167,17325,2.759997324,0.035318032,0.024069264,0.012796401
4711,Cucumber Kirby,Jalapeno Peppers,389,0.061970503,20935,3.335096333,9115,1.452085172,0.018581323,0.042676906,0.012796304
6179,Banana,Red Potatoes,470,0.074874386,101479,16.16633584,2272,0.361945969,0.0046315,0.206866197,0.012796109
4055,Bag of Organic Bananas,Organic Russet Potato,1158,0.184477743,80947,12.89544031,7018,1.118017963,0.014305657,0.165004275,0.012795552
2089,Limes,Yellow Onions,973,0.15500591,30149,4.802952918,15834,2.522470281,0.032273044,0.061450044,0.012794222
5805,Organic Baby Spinach,Organic Turkey Bacon,326,0.051934149,51590,8.218658697,3101,0.494011642,0.006319054,0.105127378,0.012791306
5411,Organic Whole Milk,Organic Old Fashioned Rolled Oats,259,0.041260566,29348,4.675347847,4331,0.689959504,0.008825133,0.059801432,0.012790798
1831,Organic Baby Broccoli,Organic Garlic,331,0.052730685,6863,1.093325347,23678,3.772075996,0.048229637,0.013979221,0.012785966
4256,Organic Baby Spinach,Organic Black Beans,865,0.137800732,51590,8.218658697,8233,1.311576217,0.016766815,0.105064982,0.012783714
